,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
1886,BYU,2018-09-17,2018-11-07,51,Monday,BYU_20180917_20181107_45-60_M_USD,USD,204126,55703,499999,3.6645423047232644,2.449462586833622,8.976159273288692,45-60,M,josephcarroll,fgallegos@morgan.com,James Morales,M,38
1887,GRZ,2017-09-08,2017-10-18,40,Friday,GRZ_20170908_20171018_30-50_F_USD,USD,216004,123724,499998,1.7458536743073292,2.3147626895798226,4.041236946752449,30-50,F,josephcarroll,fgallegos@morgan.com,James Morales,M,38
1888,BYU,2018-05-23,2019-06-15,388,Wednesday,BYU_20180523_20190615_35-40_M_EUR,EUR,321983,307665,499997,1.0465376302146816,1.552867697984055,1.6251344806851609,35-40,M,josephcarroll,fgallegos@morgan.com,James Morales,M,38
1889,KTR,2018-03-05,2020-01-22,688,Monday,KTR_20180305_20200122_25-40_F_EUR,EUR,66746,53041,499996,1.2583850229068079,7.4910256794414645,9.426594521219434,25-40,F,bryantbrittany,taylorjeanne@yahoo.com,Lisa Sutton MD,F,25
1890,AKX,2018-04-14,2019-02-21,313,Saturday,AKX_20180414_20190221_30-55_M_GBP,GBP,341286,195794,499997,1.7430871221794335,1.465038120520619,2.553689081381452,30-55,M,bryantbrittany,taylorjeanne@yahoo.com,Lisa Sutton MD,F,25
1891,GRZ,2018-06-30,2019-07-03,368,Saturday,GRZ_20180630_20190703_20-35_M_USD,USD,525542,311904,500001,1.68494793269724,0.9514006492345045,1.6030605570944907,20-35,M,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1892,BYU,2017-05-20,2019-03-12,661,Saturday,BYU_20170520_20190312_25-35_B_GBP,GBP,665503,657128,500000,1.0127448533619021,0.7513114140732648,0.760886767874752,25-35,B,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1893,KTR,2018-07-06,2019-03-28,265,Friday,KTR_20180706_20190328_35-55_M_GBP,GBP,767104,373835,500000,2.0519855016250483,0.6518021024528616,1.3374884641619966,35-55,M,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1894,BYU,2018-06-08,2019-09-22,471,Friday,BYU_20180608_20190922_25-40_M_USD,USD,799316,580097,499997,1.3779005924871186,0.6255310790726071,0.8619196444732519,25-40,M,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1895,KTR,2017-08-16,2018-03-07,203,Wednesday,KTR_20170816_20180307_25-30_F_USD,USD,682465,595982,500000,1.1451100872173992,0.7326383037957991,0.8389515119584149,25-30,F,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1896,KTR,2017-11-15,2019-07-19,611,Wednesday,KTR_20171115_20190719_30-45_F_USD,USD,617878,201592,500000,3.0649926584388267,0.8092212378495431,2.4802571530616295,30-45,F,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1897,KTR,2018-03-18,2019-07-19,488,Sunday,KTR_20180318_20190719_35-45_M_EUR,EUR,99441,35747,500000,2.781799871317873,5.0281071187940585,13.987187736033793,35-45,M,michael45,anthonysmith@yahoo.com,Rebecca Marquez,F,74
1898,AKX,2018-08-26,2018-10-27,62,Sunday,AKX_20180826_20181027_25-35_F_GBP,GBP,776436,661663,500002,1.1734614146476379,0.6439706556625401,0.7556747165853313,25-35,F,nicholassimpson,david13@hernandez-maldonado.com,Leslie Sanders,F,63
1899,GRZ,2019-01-17,2019-05-17,120,Thursday,GRZ_20190117_20190517_40-55_M_GBP,GBP,109997,106239,500001,1.035373073918241,4.545587606934735,4.706379013356677,40-55,M,nicholassimpson,david13@hernandez-maldonado.com,Leslie Sanders,F,63
1900,GRZ,2018-11-09,2020-07-12,611,Friday,GRZ_20181109_20200712_30-35_M_USD,USD,971946,411722,500001,2.3606851224855605,0.5144329005932429,1.2144140949475617,30-35,M,nicholassimpson,david13@hernandez-maldonado.com,Leslie Sanders,F,63
1901,KTR,2017-06-17,2017-09-20,95,Saturday,KTR_20170617_20170920_40-45_F_EUR,EUR,414315,21288,499998,19.462373167981962,1.206806415408566,23.48731679819617,40-45,F,nicholassimpson,david13@hernandez-maldonado.com,Leslie Sanders,F,63
1902,BYU,2018-09-14,2019-07-05,294,Friday,BYU_20180914_20190705_25-45_M_USD,USD,675914,122314,500003,5.526055888941577,0.7397435176664486,4.087864022107036,25-45,M,nicholassimpson,david13@hernandez-maldonado.com,Leslie Sanders,F,63
1903,BYU,2017-09-23,2018-07-26,306,Saturday,BYU_20170923_20180726_25-30_B_GBP,GBP,598024,358071,499999,1.6701268742791233,0.836085173839177,1.3963683180151423,25-30,B,richardsparks,psanchez@gmail.com,Edward Chavez,M,78
1904,KTR,2019-03-18,2019-12-06,263,Monday,KTR_20190318_20191206_40-50_B_GBP,GBP,277458,116805,500001,2.3753948889174263,1.8020781523690073,4.280647232567099,40-50,B,richardsparks,psanchez@gmail.com,Edward Chavez,M,78
1905,GRZ,2018-11-22,2020-05-25,550,Thursday,GRZ_20181122_20200525_25-30_M_USD,USD,878796,186358,500001,4.715633350862319,0.5689613971843295,2.683013339915646,25-30,M,richardsparks,psanchez@gmail.com,Edward Chavez,M,78
1906,KTR,2018-02-11,2018-06-03,112,Sunday,KTR_20180211_20180603_25-45_M_GBP,GBP,989662,360522,500000,2.7450807440322644,0.5052229953256768,1.3868779159108182,25-45,M,richardsparks,psanchez@gmail.com,Edward Chavez,M,78
1907,BYU,2019-05-08,2019-07-04,57,Wednesday,BYU_20190508_20190704_35-50_M_GBP,GBP,307961,208359,499997,1.4780307066169447,1.6235724653446377,2.39968995819715,35-50,M,richardsparks,psanchez@gmail.com,Edward Chavez,M,78
1908,BYU,2017-11-12,2017-12-21,39,Sunday,BYU_20171112_20171221_35-45_B_EUR,EUR,86435,85600,500001,1.0097546728971962,5.784705269855961,5.841133177570094,35-45,B,jeffreybriggs,beasleymegan@gmail.com,Debbie Barnes,F,59
1909,AKX,2018-12-08,2019-10-05,301,Saturday,AKX_20181208_20191005_30-40_F_USD,USD,44300,6785,500000,6.529108327192336,11.286681715575622,73.69196757553426,30-40,F,jeffreybriggs,beasleymegan@gmail.com,Debbie Barnes,F,59
1910,GRZ,2017-11-10,2019-07-16,613,Friday,GRZ_20171110_20190716_25-30_F_USD,USD,349958,329094,500000,1.063398299573982,1.4287428777167546,1.5193227466924344,25-30,F,jeffreybriggs,beasleymegan@gmail.com,Debbie Barnes,F,59
1911,AKX,2018-07-28,2019-05-03,279,Saturday,AKX_20180728_20190503_25-45_M_EUR,EUR,503236,284186,499997,1.7707979984939441,0.9935636560182499,1.7594005334534424,25-45,M,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1912,BYU,2018-12-28,2020-10-29,671,Friday,BYU_20181228_20201029_25-45_M_EUR,EUR,65019,64844,500001,1.0026987847757696,7.6900752087851245,7.710829066683116,25-45,M,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1913,GRZ,2017-08-30,2017-11-10,72,Wednesday,GRZ_20170830_20171110_35-50_M_EUR,EUR,240932,95317,500000,2.5276918073376207,2.075274351269238,5.245653975681148,35-50,M,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1914,AKX,2018-12-11,2019-08-04,236,Tuesday,AKX_20181211_20190804_20-40_B_GBP,GBP,422166,260476,499999,1.620748168737235,1.184365865559993,1.9195588077212489,20-40,B,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1915,GRZ,2018-03-16,2018-04-04,19,Friday,GRZ_20180316_20180404_25-30_B_USD,USD,572808,504958,500004,1.134367610771589,0.8728998198349185,0.9901892830690869,25-30,B,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1916,BYU,2019-01-18,2020-03-23,430,Friday,BYU_20190118_20200323_25-30_M_USD,USD,242813,137157,499997,1.7703288931662255,2.0591854637107567,3.645435522795045,25-30,M,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1917,GRZ,2017-10-01,2018-03-24,174,Sunday,GRZ_20171001_20180324_20-45_B_EUR,EUR,851051,57125,500002,14.898048140043764,0.5875112067314415,8.752770240700219,20-45,B,sean39,fisherantonio@yahoo.com,Evan Swanson,M,61
1918,GRZ,2018-02-04,2020-01-21,716,Sunday,GRZ_20180204_20200121_20-30_B_USD,USD,497843,322416,499999,1.544101409359337,1.0043306825645837,1.5507884224107984,20-30,B,james01,erinmaldonado@gmail.com,Robert Hayes,M,89
1919,GRZ,2018-01-25,2019-06-24,515,Thursday,GRZ_20180125_20190624_35-50_F_USD,USD,744639,341546,500000,2.1802012027662454,0.6714663078350718,1.4639316519590333,35-50,F,james01,erinmaldonado@gmail.com,Robert Hayes,M,89
1920,AKX,2018-11-27,2019-07-03,218,Tuesday,AKX_20181127_20190703_35-45_F_GBP,GBP,22259,5897,500001,3.774631168390707,22.46286895188463,84.78904527725962,35-45,F,james01,erinmaldonado@gmail.com,Robert Hayes,M,89
1921,KTR,2018-11-17,2020-09-23,676,Saturday,KTR_20181117_20200923_45-70_F_GBP,GBP,884599,505665,500002,1.7493775523320776,0.5652301212187669,0.98880088596205,45-70,F,qdickson,robert46@floyd-lopez.info,Albert Barber DDS,M,35
1922,AKX,2018-10-05,2019-02-24,142,Friday,AKX_20181005_20190224_25-40_M_GBP,GBP,526568,235119,500002,2.2395808080163664,0.9495487762264323,2.126591215512145,25-40,M,qdickson,robert46@floyd-lopez.info,Albert Barber DDS,M,35
1923,KTR,2019-01-29,2019-10-01,245,Tuesday,KTR_20190129_20191001_25-30_B_USD,USD,85021,32491,499999,2.616755409190237,5.8808882511379545,15.388846142008557,25-30,B,qdickson,robert46@floyd-lopez.info,Albert Barber DDS,M,35
1924,KTR,2018-09-06,2019-08-26,354,Thursday,KTR_20180906_20190826_35-50_F_GBP,GBP,656295,411647,499999,1.5943150320541628,0.7618509968840232,1.2146304965176473,35-50,F,tracyreed,robert23@hotmail.com,Chris Price,M,64
1925,AKX,2018-01-10,2019-11-22,681,Wednesday,AKX_20180110_20191122_25-35_B_EUR,EUR,872110,814373,500000,1.0708974880061102,0.5733221726617055,0.6139692745216259,25-35,B,tracyreed,robert23@hotmail.com,Chris Price,M,64
1926,KTR,2017-11-24,2018-11-19,360,Friday,KTR_20171124_20181119_45-50_F_EUR,EUR,798835,20224,500000,39.49935719936709,0.6259114835979895,24.723101265822784,45-50,F,tracyreed,robert23@hotmail.com,Chris Price,M,64
1927,BYU,2018-07-12,2019-08-15,399,Thursday,BYU_20180712_20190815_30-50_B_EUR,EUR,592610,125558,500003,4.719810764746173,0.843730277923086,3.9822472482836617,30-50,B,tracyreed,robert23@hotmail.com,Chris Price,M,64
1928,AKX,2017-11-03,2018-02-09,98,Friday,AKX_20171103_20180209_40-50_F_EUR,EUR,539241,137183,499998,3.9308150426802153,0.9272254891597634,3.644751900745719,40-50,F,tracyreed,robert23@hotmail.com,Chris Price,M,64
1929,GRZ,2017-10-30,2019-08-28,667,Monday,GRZ_20171030_20190828_35-45_F_USD,USD,453641,249237,499998,1.8201190031977597,1.102188735145192,2.006114661948266,35-45,F,rbrown,cooleyanna@hotmail.com,Melinda Pennington,F,63
1930,KTR,2017-05-23,2018-08-10,444,Tuesday,KTR_20170523_20180810_45-65_F_GBP,GBP,834565,813734,499998,1.0255992744557805,0.5991121122980235,0.6144489476905229,45-65,F,rbrown,cooleyanna@hotmail.com,Melinda Pennington,F,63
1931,KTR,2019-03-29,2020-10-20,571,Friday,KTR_20190329_20201020_20-30_M_EUR,EUR,553398,86857,500000,6.37136903185696,0.9035088670360211,5.756588415441473,20-30,M,rbrown,cooleyanna@hotmail.com,Melinda Pennington,F,63
1932,KTR,2018-03-04,2018-05-11,68,Sunday,KTR_20180304_20180511_30-35_B_GBP,GBP,385193,117741,499999,3.2715281847444815,1.2980479915263257,4.246600589429341,30-35,B,rbrown,cooleyanna@hotmail.com,Melinda Pennington,F,63
1933,KTR,2018-06-11,2018-08-08,58,Monday,KTR_20180611_20180808_40-45_F_USD,USD,941706,162078,499996,5.810202495094955,0.5309470259295364,3.0849097348190377,40-45,F,rbrown,cooleyanna@hotmail.com,Melinda Pennington,F,63
1934,KTR,2017-05-17,2018-02-07,266,Wednesday,KTR_20170517_20180207_40-55_F_USD,USD,877563,724892,499995,1.2106120635901625,0.5697539663819008,0.689751024980273,40-55,F,lisamontgomery,rolson@gmail.com,Douglas Wilson,M,85
1935,KTR,2018-12-31,2020-05-22,508,Monday,KTR_20181231_20200522_20-40_F_USD,USD,749159,30786,500001,24.33440524913922,0.667416396252331,16.241181056324304,20-40,F,lisamontgomery,rolson@gmail.com,Douglas Wilson,M,85
1936,BYU,2017-07-10,2018-08-02,388,Monday,BYU_20170710_20180802_25-35_F_GBP,GBP,171751,162738,499997,1.0553834998586686,2.911173734068506,3.072404724157849,25-35,F,lisamontgomery,rolson@gmail.com,Douglas Wilson,M,85
1937,AKX,2017-12-16,2019-02-22,433,Saturday,AKX_20171216_20190222_30-50_M_USD,USD,374061,80849,500000,4.626662049004935,1.3366803810073757,6.1843683904562825,30-50,M,lisamontgomery,rolson@gmail.com,Douglas Wilson,M,85
1938,GRZ,2018-11-24,2019-01-04,41,Saturday,GRZ_20181124_20190104_20-25_F_EUR,EUR,914894,160620,499999,5.696015440169344,0.5465103061119649,3.1129311418254266,20-25,F,lisamontgomery,rolson@gmail.com,Douglas Wilson,M,85
1939,GRZ,2018-08-28,2019-04-05,220,Tuesday,GRZ_20180828_20190405_20-25_M_USD,USD,854953,841902,500004,1.0155018042480004,0.5848321486678215,0.5938981021544075,20-25,M,bakercarrie,vmatthews@yahoo.com,Steve Turner DDS,M,32
1940,AKX,2017-06-25,2018-01-20,209,Sunday,AKX_20170625_20180120_35-55_M_GBP,GBP,623843,584257,499998,1.0677544299854345,0.8014805007029012,0.8557843551724669,35-55,M,bakercarrie,vmatthews@yahoo.com,Steve Turner DDS,M,32
1941,AKX,2018-05-05,2019-04-30,360,Saturday,AKX_20180505_20190430_40-60_F_GBP,GBP,818989,222545,499998,3.680105147273585,0.6105063682173998,2.2467276281201554,40-60,F,bakercarrie,vmatthews@yahoo.com,Steve Turner DDS,M,32
1942,BYU,2018-01-23,2019-11-16,662,Tuesday,BYU_20180123_20191116_30-35_F_USD,USD,33103,1589,499998,20.83259911894273,15.104310787541914,314.6620516047829,30-35,F,megan62,ghernandez@yahoo.com,Kenneth Conner,M,45
1943,KTR,2017-12-04,2019-07-21,594,Monday,KTR_20171204_20190721_30-50_M_EUR,EUR,536153,215892,500000,2.4834315305801047,0.9325696209850547,2.3159728012154224,30-50,M,megan62,ghernandez@yahoo.com,Kenneth Conner,M,45
1944,BYU,2017-12-23,2018-04-29,127,Saturday,BYU_20171223_20180429_25-35_F_GBP,GBP,239260,30731,500001,7.785623637369431,2.0897809913901195,16.27024828349224,25-35,F,megan62,ghernandez@yahoo.com,Kenneth Conner,M,45
1945,KTR,2018-06-28,2018-08-31,64,Thursday,KTR_20180628_20180831_40-50_M_USD,USD,437225,390699,500003,1.1190840007269023,1.1435828234890502,1.2797652412726932,40-50,M,megan62,ghernandez@yahoo.com,Kenneth Conner,M,45
1946,BYU,2017-06-04,2017-09-17,105,Sunday,BYU_20170604_20170917_40-45_M_EUR,EUR,336060,127677,499997,2.6321107168871447,1.48782062726894,3.9161086178403313,40-45,M,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1947,BYU,2018-02-07,2018-03-30,51,Wednesday,BYU_20180207_20180330_20-45_B_EUR,EUR,987077,814396,499997,1.2120356681516118,0.5065430559115449,0.6139482512193085,20-45,B,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1948,BYU,2019-03-15,2021-01-11,668,Friday,BYU_20190315_20210111_20-35_B_GBP,GBP,470788,384571,500003,1.224190071534255,1.0620555324264849,1.30015783821453,20-35,B,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1949,AKX,2017-08-03,2017-08-13,10,Thursday,AKX_20170803_20170813_40-55_F_USD,USD,648784,135061,499997,4.803636875189729,0.7706678956324446,3.702008721984881,40-55,F,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1950,KTR,2018-05-10,2018-11-29,203,Thursday,KTR_20180510_20181129_35-40_F_EUR,EUR,578726,198819,499997,2.9108183825489515,0.8639615292901995,2.5148351012730172,35-40,F,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1951,KTR,2017-07-11,2018-12-12,519,Tuesday,KTR_20170711_20181212_30-40_F_USD,USD,873297,754739,499999,1.1570847670519213,0.572541758416667,0.6624793471650464,30-40,F,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1952,KTR,2018-01-10,2019-04-16,461,Wednesday,KTR_20180110_20190416_40-50_B_USD,USD,259539,211928,499998,1.2246564871088295,1.926485036930866,2.3592823977954778,40-50,B,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1953,GRZ,2019-03-30,2019-08-16,139,Saturday,GRZ_20190330_20190816_35-45_M_USD,USD,872561,234359,499999,3.7231811024965973,0.5730246939755501,2.133474711873664,35-45,M,wjohnson,johnsonedward@hotmail.com,Lisa Smith,F,45
1954,GRZ,2018-09-09,2018-11-13,65,Sunday,GRZ_20180909_20181113_25-35_M_EUR,EUR,677797,158908,499999,4.265342210587258,0.7376825214629159,3.146468396808216,25-35,M,williamdavis,taylormonica@johnson-pugh.com,Jennifer Wright,F,36
1955,BYU,2018-11-17,2019-01-16,60,Saturday,BYU_20181117_20190116_40-50_B_USD,USD,359848,296942,499999,1.2118460844205265,1.3894727773949,1.6838271446949236,40-50,B,williamdavis,taylormonica@johnson-pugh.com,Jennifer Wright,F,36
1956,BYU,2017-10-08,2019-06-17,617,Sunday,BYU_20171008_20190617_30-45_F_EUR,EUR,464616,292045,499998,1.5909055111369823,1.0761532103930989,1.7120580732421373,30-45,F,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1957,GRZ,2018-02-16,2018-06-05,109,Friday,GRZ_20180216_20180605_30-40_F_EUR,EUR,818817,109947,499999,7.447379191792409,0.6106358319380276,4.547636588538114,30-40,F,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1958,BYU,2018-07-07,2020-03-16,618,Saturday,BYU_20180707_20200316_20-25_B_GBP,GBP,172632,138386,500001,1.2474672293440088,2.8963401918531906,3.6130894743687945,20-25,B,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1959,KTR,2017-11-28,2018-10-13,319,Tuesday,KTR_20171128_20181013_35-40_B_GBP,GBP,447931,239442,500000,1.8707286106865129,1.1162433499802424,2.088188371296598,35-40,B,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1960,GRZ,2018-05-18,2018-06-13,26,Friday,GRZ_20180518_20180613_40-50_F_EUR,EUR,894068,517422,499996,1.727928074183162,0.5592371050076728,0.9663214938676747,40-50,F,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1961,GRZ,2018-03-05,2019-09-14,558,Monday,GRZ_20180305_20190914_35-45_M_GBP,GBP,995083,197360,499999,5.041968990676936,0.5024696432357904,2.533436359951358,35-45,M,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1962,AKX,2018-02-16,2019-06-01,470,Friday,AKX_20180216_20190601_40-55_M_USD,USD,381386,81845,499999,4.659857046856864,1.3110051234182691,6.1090964628260735,40-55,M,aaronrich,john34@patterson.info,Michelle Reyes,F,59
1963,GRZ,2017-10-14,2018-07-18,277,Saturday,GRZ_20171014_20180718_25-30_F_USD,USD,325863,191393,500001,1.702585778999232,1.5343902192025483,2.612430966649773,25-30,F,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1964,AKX,2019-03-24,2021-01-06,654,Sunday,AKX_20190324_20210106_40-55_B_USD,USD,92747,89584,499998,1.0353076442221825,5.390988387764564,5.581331487765673,40-55,B,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1965,AKX,2018-10-09,2020-03-14,522,Tuesday,AKX_20181009_20200314_45-50_F_EUR,EUR,928319,656875,500002,1.4132353948620362,0.5386101113948977,0.7611828734538535,45-50,F,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1966,KTR,2018-09-26,2020-03-05,526,Wednesday,KTR_20180926_20200305_35-40_M_GBP,GBP,450906,297399,500000,1.516165151866684,1.1088785689256742,1.6812430438569061,35-40,M,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1967,AKX,2018-10-19,2019-06-07,231,Friday,AKX_20181019_20190607_35-45_B_USD,USD,115948,18308,500000,6.3331876775180245,4.312277917687239,27.31046537032991,35-45,B,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1968,GRZ,2019-03-05,2019-10-01,210,Tuesday,GRZ_20190305_20191001_35-45_M_USD,USD,940537,65322,499999,14.398472183950277,0.5316101333599847,7.654373717889838,35-45,M,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1969,KTR,2018-05-05,2020-02-07,643,Saturday,KTR_20180505_20200207_25-40_M_USD,USD,399910,107724,499999,3.712357506219598,1.2502788127328648,4.641481935316178,25-40,M,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1970,AKX,2018-02-19,2019-11-22,641,Monday,AKX_20180219_20191122_40-55_F_EUR,EUR,139966,114194,499996,1.2256861131057675,3.572267550690882,4.378478729180167,40-55,F,brockjasmine,bhenry@gmail.com,Mrs. Elizabeth Monroe DVM,F,84
1971,KTR,2018-07-15,2018-10-13,90,Sunday,KTR_20180715_20181013_20-25_B_USD,USD,453502,275280,500000,1.6474208079046788,1.10253097009495,1.8163324614937517,20-25,B,kelsey30,ojohnson@yahoo.com,Kevin Rogers,M,39
1972,KTR,2018-08-12,2020-08-09,728,Sunday,KTR_20180812_20200809_30-45_M_GBP,GBP,994344,646795,499999,1.5373402701010366,0.5028430804630993,0.7730409171375784,30-45,M,kelsey30,ojohnson@yahoo.com,Kevin Rogers,M,39
1973,BYU,2018-06-02,2018-10-06,126,Saturday,BYU_20180602_20181006_35-55_F_GBP,GBP,370975,194453,499997,1.907787485922048,1.3477916301637576,2.571300005656894,35-55,F,kelsey30,ojohnson@yahoo.com,Kevin Rogers,M,39
1974,GRZ,2018-09-29,2019-02-13,137,Saturday,GRZ_20180929_20190213_40-60_F_EUR,EUR,333124,280552,500001,1.1873877213493398,1.500945593832927,1.782204368530611,40-60,F,kelsey30,ojohnson@yahoo.com,Kevin Rogers,M,39
1975,AKX,2017-08-08,2018-01-09,154,Tuesday,AKX_20170808_20180109_20-35_B_GBP,GBP,286097,66648,500001,4.292656943944304,1.747662506073115,7.502115592365862,20-35,B,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1976,GRZ,2018-04-20,2019-01-03,258,Friday,GRZ_20180420_20190103_25-45_M_GBP,GBP,734809,44513,500001,16.50773931211107,0.6804502938858942,11.232696066317706,25-45,M,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1977,AKX,2019-03-08,2019-05-23,76,Friday,AKX_20190308_20190523_30-35_M_GBP,GBP,129215,2287,499999,56.4997813729777,3.869512053554154,218.62658504591167,30-35,M,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1978,BYU,2018-12-15,2020-10-14,669,Saturday,BYU_20181215_20201014_20-35_M_EUR,EUR,48186,41167,500000,1.170500643719484,10.376457892333873,12.145650642504918,20-35,M,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1979,AKX,2018-12-19,2020-01-10,387,Wednesday,AKX_20181219_20200110_20-40_F_USD,USD,470446,45185,500000,10.411552506362732,1.0628212377191006,11.065619121389842,20-40,F,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1980,GRZ,2018-11-09,2018-12-18,39,Friday,GRZ_20181109_20181218_35-55_F_GBP,GBP,534371,141387,499999,3.779491749595083,0.9356776471777098,3.5363859477886934,35-55,F,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1981,KTR,2019-04-04,2020-11-07,583,Thursday,KTR_20190404_20201107_40-50_B_EUR,EUR,302981,84928,500006,3.5675042388847023,1.6502883019067203,5.887410512434061,40-50,B,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1982,GRZ,2018-01-13,2019-11-04,660,Saturday,GRZ_20180113_20191104_40-55_B_USD,USD,762481,612191,499999,1.245495278434345,0.6557527335107367,0.8167369334080377,40-55,B,mariojohnson,brandon59@goodwin-villegas.com,Carol Roberts,F,61
1983,GRZ,2018-11-06,2020-01-07,427,Tuesday,GRZ_20181106_20200107_20-45_F_EUR,EUR,712352,395385,499998,1.801666729896177,0.7018973765778717,1.2645851511817596,20-45,F,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1984,GRZ,2018-04-25,2019-03-18,327,Wednesday,GRZ_20180425_20190318_40-45_F_USD,USD,902964,833590,500004,1.0832231672644825,0.5537363615825216,0.5998200554229297,40-45,F,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1985,GRZ,2018-10-11,2020-01-16,462,Thursday,GRZ_20181011_20200116_20-25_B_USD,USD,181684,114926,499999,1.5808781302751336,2.7520254948151734,4.350616918712911,20-25,B,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1986,KTR,2018-11-25,2019-05-20,176,Sunday,KTR_20181125_20190520_20-25_M_USD,USD,104448,84188,499999,1.2406518743763957,4.787061504289215,5.939076828051504,20-25,M,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1987,BYU,2017-09-13,2018-05-18,247,Wednesday,BYU_20170913_20180518_30-40_M_USD,USD,181052,81703,500001,2.2159773814915,2.761643063871153,6.11973856529136,30-40,M,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1988,GRZ,2018-08-26,2019-09-09,379,Sunday,GRZ_20180826_20190909_30-40_B_EUR,EUR,959987,948615,500003,1.0119880035630893,0.5208435114225505,0.527087385293296,30-40,B,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1989,KTR,2017-11-08,2018-03-23,135,Wednesday,KTR_20171108_20180323_30-35_F_USD,USD,512291,352483,500000,1.4533778934019512,0.9760077768299658,1.4185081266330575,30-35,F,jeanette54,deborahwarner@rice.info,Michael Smith,M,69
1990,GRZ,2018-01-23,2018-10-25,275,Tuesday,GRZ_20180123_20181025_25-40_F_EUR,EUR,620315,43414,499997,14.288363200810798,0.80603725526547,11.51695305661768,25-40,F,nicholas04,sextonbenjamin@gmail.com,Mr. Steven Ramirez,M,53
1991,BYU,2017-10-02,2019-04-01,546,Monday,BYU_20171002_20190401_35-50_B_USD,USD,407933,214185,499999,1.9045824871022714,1.225689022462022,2.3344258468146695,35-50,B,nicholas04,sextonbenjamin@gmail.com,Mr. Steven Ramirez,M,53
1992,KTR,2017-05-12,2017-10-27,168,Friday,KTR_20170512_20171027_30-40_B_GBP,GBP,358363,308176,499996,1.1628517470536317,1.395222163002319,1.6224365297751935,30-40,B,teresabrown,johnstonbrooke@kennedy.com,Sarah Holland,F,59
1993,BYU,2019-05-09,2020-10-13,523,Thursday,BYU_20190509_20201013_35-55_F_GBP,GBP,333557,205178,500002,1.6256957373597558,1.499000170885336,2.4369181881098365,35-55,F,teresabrown,johnstonbrooke@kennedy.com,Sarah Holland,F,59
1994,KTR,2018-07-11,2020-04-18,647,Wednesday,KTR_20180711_20200418_40-50_M_EUR,EUR,291839,77534,499999,3.764013207109139,1.7132699879042896,6.448770861815461,40-50,M,teresabrown,johnstonbrooke@kennedy.com,Sarah Holland,F,59
